Customer_ID,Gender,FTD,LTD,Customer_Total_value,Total_Orders,Points_earned,Points_redemed
121448824,M,20120909,20120909,198.7,1,90,0
120610322,unknown,20120822,20120822,103.1,1,60,0
128354123,M,20130104,20130104,44.5,1,0,0
118131879,unknown,20120701,20130329,1687.92,14,1090,0
120807475,unknown,20120826,20120826,60.4,1,10,0
129757849,M,20130131,20130131,167.4,1,10,0
2687136,F,20120306,20120406,341.56,4,255,0
31828803,M,20120115,20120530,232.49,3,273,0
85583575,M,20120109,20120109,87.4,1,0,0
125903588,M,20121202,20121202,128.8,2,80,0
1648293,M,20120104,20130319,4663.3,17,4095,0
90964145,M,20120601,20120601,199.6,1,10,0
124446809,unknown,20121109,20130322,462.28,3,330,0
63496943,M,20120115,20130131,1252.42,10,530,0
91056397,M,20120129,20120319,281.59,5,205,0
69886448,M,20120120,20120120,140.7,2,22,22
6098373,unknown,20120317,20120603,213.18,2,120,0
113905141,M,20120226,20120226,131.8,2,0,0
118586335,unknown,20120709,20120709,186.38,1,141,0
73766531,M,20111231,20111231,155.6,2,130,0
113284890,F,20120216,20130221,2147.48,16,1112,0
84862271,M,20120313,20120313,88,1,90,0
118605322,M,20120709,20130324,425.66,3,375,0
4256543,M,20120302,20120302,408,1,487,0
84699788,M,20120307,20130105,520.18,6,355,0
118550699,unknown,20120708,20120708,131.38,1,50,0
9413769,F,20120219,20130325,1392.2,15,1345,0
119791336,unknown,20120803,20120803,149,1,145,0
8914644,M,20121024,20130123,983.4,8,522,0
115398881,M,20120623,20130320,2371.57,19,1325,0
126796177,M,20121212,20130105,328.28,4,195,0
60958697,F,20120216,20120229,174,2,0,0
114611801,M,20120416,20130115,212.1,3,50,0
50044049,M,20120815,20130205,136.3,2,55,0
115642073,M,20130131,20130221,141.65,4,125,0
117865740,M,20130310,20130310,160.98,1,196,0
35987932,M,20120316,20130305,2288.78,20,1192,13
63510070,M,20120227,20120419,282.9,2,110,0
129595017,unknown,20130128,20130128,117.5,1,0,0
115927654,unknown,20120418,20130306,723.76,5,240,0
126100440,M,20121205,20121215,3377.3,2,95,95
125906042,M,20121204,20121204,19.7,1,15,0
123204949,unknown,20121015,20121015,134.3,1,2,0
50315560,F,20120120,20130326,6346.82,19,3585,0
85621228,F,20120104,20120104,139,1,0,0
8842102,M,20120109,20130314,4654.7,39,790,790
122776413,unknown,20121208,20130221,512.8,3,355,0
128778407,M,20130113,20130113,130.3,1,10,0
63692619,M,20120213,20130326,3551.03,21,1273,0
5158047,M,20120301,20130302,687.76,9,556,0
69158204,M,20120203,20120203,103.3,1,0,0
119838695,M,20120804,20130318,589.2,4,280,0
120521184,unknown,20120820,20120820,31.9,1,30,0
126824417,M,20121212,20121212,39.9,1,30,0
118816690,unknown,20120817,20120817,111.4,1,30,0
114002968,M,20120312,20130317,1355.13,12,750,0
21204201,M,20120411,20120411,298,1,80,0
116242222,unknown,20120428,20130304,3039.66,12,800,0
113545572,M,20120223,20121004,672.24,6,380,0
126334834,M,20121209,20121225,158.77,2,155,0
23661728,M,20120413,20121224,73.79,4,233,233
6333152,unknown,20120113,20130329,7458.01,58,1350,1350
114347635,M,20120327,20120412,326.8,5,205,0
55697968,M,20121201,20121201,263.19,2,174,0
116126354,unknown,20120925,20121229,713.1,5,690,0
72353629,M,20120130,20120130,126.2,1,10,10
114863976,F,20120315,20130326,3234.01,38,1115,30
87956775,M,20120114,20120114,94.85,1,65,0
84936406,M,20120214,20120709,236.3,2,102,0
114100144,M,20120328,20120703,765.59,5,155,0
9087621,F,20120301,20130204,1103.96,3,1335,0
26395,M,20120303,20130213,791.85,9,349,0
65512652,M,20120108,20130319,1985,8,370,0
123971120,unknown,20121030,20121121,393,3,185,0
118710149,unknown,20120711,20121023,30.7,2,10,0
116822144,F,20120517,20130314,4662.95,6,1340,0
127127904,unknown,20121221,20121221,51.3,1,30,0
115131314,M,20120507,20130315,436,4,255,0
127597087,M,20121223,20121223,348,1,679,0
6705722,M,20120202,20121118,463.5,4,105,0
124916042,M,20121114,20130227,487.9,5,403,0
131300271,M,20130311,20130311,100.5,1,15,0
128507732,F,20130107,20130328,393.58,3,220,0
122277109,unknown,20121121,20130311,7568.62,15,1820,0
119762033,M,20130221,20130304,182.18,2,115,0
6412224,M,20120215,20120215,556.67,6,479,0
6611294,unknown,20120216,20130325,14525.66,34,8604,0
124130594,M,20121102,20121102,190.3,1,50,0
91099429,F,20120131,20130327,3892.11,34,2480,0
121434579,unknown,20120909,20130124,843.3,4,0,0
55820359,M,20120611,20130314,1542.7,7,295,0
131953016,M,20130320,20130320,107,1,0,0
129639233,M,20130129,20130129,105.2,1,100,0
14882171,M,20120722,20120917,303.58,2,320,0
9478338,F,20120222,20121213,1372.42,11,1843,0
6732530,M,20120829,20120829,106.01,1,80,0
115289543,M,20121112,20121112,104.09,1,60,0
119516240,unknown,20120728,20130309,721.38,4,310,0
5845845,M,20121116,20130226,1486,6,860,0
125142461,unknown,20121227,20121227,108.7,1,10,0
119211567,unknown,20120803,20120825,125.6,2,10,0
114736592,M,20120319,20120627,115.8,3,130,0
45508485,F,20120112,20120112,396.5,2,770,0
85584888,M,20120109,20120109,88.66,1,40,0
128276600,F,20130127,20130127,1008.58,2,734,0
122323037,M,20120925,20120925,207.97,1,120,0
119945337,unknown,20120806,20120808,248.7,3,120,0
8290103,M,20130122,20130122,184.8,1,465,0
116317181,M,20120501,20120903,405.2,5,165,1
25858,F,20120813,20130225,1269.94,11,1290,1290
124299474,F,20121106,20130107,205.6,2,255,0
6057747,M,20120119,20120922,1180.16,9,2656,0
120796711,M,20120826,20120826,79,1,0,0
74098021,F,20120105,20120306,212.9,2,147,0
125900727,M,20121202,20130119,949.02,5,630,0
42452452,F,20120627,20130321,3646.35,25,2026,0
127567718,M,20121222,20130211,6641.2,5,2012,0
124516831,M,20121109,20121109,75.41,1,95,0
116036887,M,20120912,20130322,2608.48,12,1235,0
123308113,M,20121112,20130228,9540.75,38,4333,1986
119037347,M,20121223,20130216,267.64,3,110,0
11934582,F,20120421,20120421,102.8,1,1295,0
98766,M,20120926,20120926,107.8,1,150,0
7989220,M,20120324,20130328,1429.14,7,850,0
123430695,unknown,20121019,20130208,244.9,2,105,0
121720844,M,20120914,20120914,112.24,1,50,0
6295101,F,20120225,20130216,1987.3,11,2097,0
6200678,M,20120130,20130328,5795.59,50,1186,1186
60151075,M,20120131,20130203,1528.4,12,1029,0
8611295,F,20120320,20130320,300.96,2,223,11
6594034,M,20120515,20121011,423.21,3,100,100
95935633,M,20120213,20120229,191.5,3,45,0
113528990,M,20120519,20130130,217,2,182,0
120511216,unknown,20120819,20130227,1582.98,2,1525,0
115705783,M,20120424,20121022,1009.29,12,700,0
115614132,M,20120417,20130130,1030.98,10,450,0
2992219,M,20120630,20130311,27478.27,146,145,145
63582385,F,20120803,20120803,94.82,2,109,109
125488502,unknown,20121124,20121124,99,1,10,0
7166620,M,20120301,20130316,1236.37,9,710,0
120963272,unknown,20120830,20120830,109,1,80,0
115722459,unknown,20120411,20120411,219,1,165,0
31817550,F,20120303,20130317,14786.05,23,4195,0
6302650,F,20120406,20120406,171.4,1,110,0
114305809,F,20120306,20130328,2909.57,34,2020,0
115179241,M,20120323,20120323,87.39,1,60,0
85027539,F,20120503,20120627,209.4,2,173,0
123075530,unknown,20121012,20121207,211.5,2,110,0
42420276,M,20120831,20120831,238,1,120,0
1635909,F,20120106,20130322,1940.78,15,996,25
6004868,M,20120623,20120623,90.1,1,40,0
131883045,M,20130319,20130323,297.3,3,165,0
113824739,M,20120910,20121204,261.26,3,40,0
127201590,M,20121218,20121218,139.8,1,70,0
5114601,F,20120110,20120113,148.68,3,355,0
84892652,F,20120203,20120804,457.8,7,170,1
121095117,unknown,20120904,20130301,1043.4,9,795,0
115566500,unknown,20120406,20120406,199,1,20,0
120909833,M,20120828,20120828,413,2,160,0
127684363,M,20130227,20130227,146.86,1,115,0
127590450,F,20121223,20121223,128.8,2,0,0
6431064,F,20120311,20130318,317.4,3,485,0
5685374,M,20130203,20130203,297.34,1,75,0
9022016,M,20120421,20130122,337.7,3,150,0
128492140,M,20130226,20130226,58.8,1,0,0
42379906,M,20120104,20130305,1582.41,18,481,481
19891849,F,20120213,20120912,571.55,5,170,170
129063633,F,20130223,20130223,129.7,1,90,0
131477082,M,20130312,20130312,169.9,1,25,0
115661172,unknown,20120409,20120512,263.2,2,110,0
121921586,unknown,20120923,20120923,104.2,1,40,0
129049211,M,20130118,20130118,179.4,1,0,0
85047131,M,20120117,20130323,3185.6,14,171,171
9334396,M,20120101,20130214,961.4,11,619,0
8053415,M,20130115,20130115,167.5,1,265,0
124438455,F,20121108,20130304,1875.03,11,775,0
59037010,M,20120204,20120204,13.9,1,45,45
117718580,F,20120618,20120618,269,1,230,0
9194740,M,20121109,20121109,88,1,0,0
7563945,M,20120128,20130205,1354.58,16,986,0
114164167,M,20120410,20120410,33,1,0,0
88063265,M,20120115,20120222,374.36,4,160,0
5209414,M,20120308,20120810,120.2,2,100,0
118620962,M,20120710,20120710,299,1,10,0
433178,M,20120127,20130328,3559.95,28,917,917
500711,M,20130128,20130128,111.3,1,100,0
5961409,unknown,20120102,20130329,13560.68,71,3555,3555
8112511,M,20120228,20121019,1150.7,8,1069,1069
116401566,M,20121209,20121209,760,1,760,0
5626517,F,20120217,20121116,956.1,7,605,0
123367702,F,20121018,20130114,400.7,3,380,0
113998463,M,20121124,20121124,100.4,1,50,0
117559512,unknown,20120612,20120612,39.9,1,0,0
85632302,M,20120110,20120110,125,1,100,0
14842680,M,20120105,20130307,2340.66,31,918,918
127079304,F,20121220,20130327,1051.7,8,65,65
124412138,unknown,20121108,20121108,318,1,130,0
115094950,unknown,20120321,20120321,102.8,1,30,0
115658344,unknown,20120409,20120409,510,1,520,0
126264181,M,20121208,20121208,289,1,285,0
125354788,F,20121122,20121122,179,1,15,0
119233562,unknown,20120721,20120721,61,1,55,0
74107141,M,20120530,20120530,164.98,1,90,90
636729,M,20121126,20121126,466,1,405,0
122650565,unknown,20121003,20130307,2272.28,10,1465,0
9422786,M,20120114,20130319,2298.03,17,1430,0
121397853,F,20120911,20121215,179.5,2,37,0
121132228,unknown,20120902,20130331,151.8,2,60,0
114824379,unknown,20120315,20121029,1617.28,6,1415,0
234541,M,20120313,20130126,455.62,4,1040,0
121917636,F,20120918,20120918,188,1,55,0
9264799,M,20120226,20121106,330.1,4,335,0
114686916,M,20120421,20121230,1048.11,8,744,0
73960439,M,20130316,20130316,440,1,452,0
1925859,M,20120808,20120808,75.6,2,711,0
132157197,M,20130324,20130324,93.6,1,60,0
74138277,M,20120109,20130320,302553.1,106,25605,7195
121733128,unknown,20120923,20120923,25.9,1,10,0
118372544,M,20120705,20130130,2541.07,11,1355,0
91020262,M,20120126,20130103,167.9,2,170,0
129224449,M,20130222,20130222,69,1,30,0
6662362,unknown,20120314,20120314,199.76,1,90,0
5954887,M,20120726,20120726,162.36,2,110,0
165345,F,20120620,20130313,711.99,5,705,450
115092411,M,20120321,20130202,1544.8,7,160,0
114978655,unknown,20120318,20130312,331,2,35,0
118882641,M,20121027,20130323,1104.06,14,572,510
35955402,F,20120101,20120907,714.54,8,740,0
12590999,F,20120511,20121221,504.9,4,700,0
121175465,M,20120903,20120903,98.42,1,65,0
115213450,M,20120325,20120710,202,3,90,0
58231958,M,20120312,20120608,120.88,4,25,25
6018350,F,20120108,20120923,451.28,4,182,0
114744719,M,20120530,20130322,3455.65,24,1907,0
85066654,M,20120105,20120105,28.3,2,82,8
120839675,unknown,20120827,20120912,252,2,125,0
118890458,unknown,20120721,20130130,239.96,2,185,0
126848477,M,20121212,20121212,299,1,0,0
27918225,M,20120210,20120210,14.4,1,0,0
63597607,M,20120827,20120827,102.69,1,124,90
8845734,M,20120420,20120420,2232,2,1324,0
5955345,F,20120721,20130124,542.65,7,295,0
130312568,M,20130220,20130220,78.9,1,75,0
120274471,F,20120814,20120814,62.7,1,35,0
74265498,F,20120307,20130321,1707.72,14,168,168
114999904,F,20121110,20130320,182.58,3,125,0
12823728,F,20120912,20130124,1779.03,4,1218,0
7278796,M,20121122,20121122,107.2,1,113,0
120271524,M,20120814,20130115,353.42,3,130,0
126307529,M,20130226,20130226,188,1,90,0
121403118,unknown,20121211,20130131,364,2,290,0
131842910,M,20130318,20130318,399,1,0,0
125906600,M,20121202,20121202,36.4,1,15,0
122811319,M,20121011,20121011,54.8,1,35,0
2676580,M,20120126,20120413,467.26,5,660,0
114981042,unknown,20120407,20120930,756.94,6,270,270
114760382,F,20120324,20120324,83.58,1,15,0
49860868,M,20120210,20120210,87,1,90,0
6527706,M,20120902,20120902,92.48,1,115,0
8442035,M,20121215,20121218,181.3,2,507,507
119353850,M,20120725,20130110,496.8,5,255,0
128691457,M,20130111,20130111,108.1,1,30,0
114695458,M,20120329,20130321,793,5,340,0
84768549,M,20120222,20130116,1141.76,9,820,0
128264465,unknown,20130108,20130116,330.3,3,259,0
10111527,unknown,20120223,20120811,1343.53,13,625,0
117867456,F,20120623,20121206,608.37,7,390,0
837789,M,20120719,20130306,320.19,3,210,0
85522693,M,20120102,20120102,84.54,1,0,0
8394725,M,20120405,20120405,133.6,1,555,0
117902888,unknown,20130325,20130325,113.3,2,35,0
121115389,unknown,20120902,20120902,259,1,255,0
50183327,M,20120227,20120505,165.5,2,165,0
128769943,F,20130113,20130314,224.9,3,243,0
130196804,F,20130217,20130217,174.7,1,140,0
125830420,M,20130103,20130103,37.9,1,35,0
6318065,M,20120130,20121220,549.05,4,738,0
85264710,M,20120107,20130324,3158.68,21,246,246
63490626,M,20120219,20121201,549.2,5,345,0
121936425,unknown,20120918,20120918,234.84,1,45,0
125521220,unknown,20121125,20121125,131.8,1,65,0
113676011,F,20120222,20130326,3966.16,27,2025,0
73958695,F,20120222,20120803,794.9,7,670,0
5741764,F,20120407,20130322,990.27,9,527,0
120550336,unknown,20120826,20121025,232.79,2,70,0
8950509,F,20120424,20130120,905.09,7,902,0
119919904,unknown,20120806,20120806,267,1,265,0
2720364,M,20121028,20121028,71.3,1,55,0
124784709,unknown,20121112,20121112,462.9,5,0,0
117819674,M,20121107,20130328,4872.79,19,1665,992
42407925,F,20120112,20130204,1003.22,12,704,11
8420168,M,20130110,20130110,1728.5,1,1875,0
23713263,M,20120101,20120311,47.1,3,40,0
2234163,M,20120322,20130311,850.77,12,683,9
127759211,M,20121225,20130202,1957.56,4,1238,0
6222694,M,20120115,20120115,1762.3,1,910,0
125741102,M,20121129,20121129,101.86,1,70,0
62324265,M,20120130,20120727,7676.88,24,1473,1078
115963731,M,20120809,20130219,6596,3,72,0
122003739,M,20120920,20130315,2354.72,21,891,332
115633201,F,20120409,20130329,3816.84,25,304,304
119158881,unknown,20120719,20130120,934.5,3,75,0
130243136,M,20130219,20130301,933.9,4,320,320
21602646,M,20120818,20120818,139,1,75,0
115423904,unknown,20120331,20130303,307.05,3,200,0
124719718,M,20121116,20121116,104.18,1,75,0
122236189,M,20120924,20130312,12493.09,8,480,0
113854816,F,20120305,20130314,2727.3,31,467,467
85291049,M,20120520,20120902,1131,4,630,0
116852958,unknown,20120518,20121229,624,3,430,0
7139913,M,20120204,20120204,920,1,605,0
129498254,M,20130126,20130126,139,1,100,0
120883090,unknown,20120830,20130320,11267.38,21,170,170
84594897,M,20120207,20130307,410.16,4,417,0
3934,M,20120308,20120708,346,3,295,0
128529120,M,20130108,20130108,133,1,100,0
118665095,unknown,20120710,20120924,280.99,3,95,0
118486729,M,20120716,20130227,248.02,3,100,0
115380490,M,20120330,20130325,1305.37,16,705,0
8685614,M,20120605,20120716,419.4,3,1430,0
8192613,M,20120623,20121107,886.86,10,652,0
121190242,unknown,20120904,20120904,120,1,0,0
116944046,unknown,20120604,20130317,353.39,3,220,0
91323827,F,20120206,20130331,1925.45,17,1225,0
125329882,unknown,20121129,20121218,2030,3,2215,0
117900784,unknown,20120624,20130118,569,2,379,0
132115374,M,20130323,20130323,102.09,1,55,0
123828475,M,20121027,20130113,270.2,2,250,0
7022954,M,20121108,20130314,3817.79,18,2775,0
122388549,M,20130219,20130222,1996,2,110,0
130408600,M,20130222,20130222,4799,1,10,0
1795538,F,20120104,20121221,1476.56,16,1380,1380
85408306,M,20120112,20120112,224.9,1,25,0
551222,M,20120621,20130320,8376.39,10,688,688
44867068,M,20130317,20130317,125,1,10,0
14650613,F,20120117,20130218,3310.94,16,2030,0
125716314,M,20121128,20121202,258.68,2,135,0
113980802,M,20120227,20120227,123.39,1,5,0
113181308,F,20121111,20121111,174.5,1,14,0
7618006,F,20120104,20120227,7731.7,24,560,290
125516393,M,20130330,20130330,314.58,2,125,0
114896677,F,20120723,20130315,1077.38,10,445,0
114371416,M,20120310,20120720,175.72,2,60,0
119918453,F,20120806,20120806,160.38,1,275,0
113641674,M,20120221,20120221,102.1,2,25,0
119524387,unknown,20120728,20130306,6864.47,19,3117,0
128712070,M,20130111,20130111,69.5,1,75,0
122298504,M,20130106,20130128,499,2,480,0
122050639,M,20120921,20120921,81.1,1,55,0
9515826,M,20120111,20130331,4432,35,2788,0
128917360,M,20130120,20130120,2959,1,686,0
114974238,unknown,20120324,20120324,374.2,2,175,0
6367813,M,20120324,20120616,225.2,2,650,0
66021257,M,20120209,20120319,375.47,6,5,5
123515094,unknown,20121021,20121021,788,1,90,0
115466298,M,20120808,20121212,375.7,3,190,0
116442978,M,20130318,20130318,72.5,1,40,0
88112029,M,20120118,20120118,102.9,1,75,0
121245364,unknown,20120928,20130311,754.56,4,405,0
91085492,M,20120130,20130314,2906.4,17,1400,0
120065758,F,20120911,20121204,151.7,2,154,0
115530380,unknown,20120707,20130109,770.2,4,401,0
58181290,M,20120112,20121208,526.35,7,665,0
126675,M,20121116,20121116,344.02,2,50,0
6130018,F,20120131,20130327,3723.01,27,2608,354
118127832,unknown,20120701,20120701,2499,1,0,0
121578424,unknown,20120912,20120912,122.7,1,90,0
126022026,M,20121205,20121205,114.8,1,35,0
9371526,F,20120205,20130222,3286.16,20,1613,0
7014037,M,20120114,20120710,727.88,8,344,0
119431709,M,20121022,20130127,207.17,2,110,0
74049493,F,20120223,20130320,959.01,13,556,556
114677987,M,20120710,20121006,226.1,3,50,0
131478659,M,20130312,20130312,15.5,1,15,0
120854988,unknown,20120827,20130323,2754.65,15,1018,0
116898345,unknown,20120622,20121225,835.74,8,293,0
131821547,M,20130318,20130318,0,1,0,0
123267878,M,20121023,20130320,706.21,3,220,0
128632610,M,20130110,20130110,799,1,10,0
126816721,unknown,20121231,20121231,117.5,2,80,0
117325755,M,20120822,20121229,204.8,3,150,0
115233169,F,20120706,20120706,25.8,1,42,0
121307266,unknown,20120920,20130219,2780.88,15,1790,0
85561735,M,20120103,20120103,90.17,1,0,0
128655590,M,20130110,20130110,658,2,55,0
124015039,unknown,20121102,20121102,136.8,1,75,0
5818889,M,20120122,20130122,554,4,480,0
116792161,unknown,20120516,20130130,2782.66,6,405,0
69990582,M,20120204,20120207,79.95,2,65,65
55811886,M,20120106,20130201,39407.5,167,6525,6525
117345924,unknown,20120605,20121229,1502.21,14,1039,0
73797489,M,20120407,20120515,553.2,4,260,0
85302280,M,20120212,20121222,288.2,5,123,0
123868337,M,20130326,20130329,84.3,2,25,0
36355882,F,20120828,20120828,77.8,1,375,0
115772857,unknown,20120413,20120413,137.1,1,30,0
132463084,M,20130330,20130330,258.6,2,10,0
117905948,unknown,20121230,20130323,561.08,3,345,0
49926104,M,20130325,20130330,303.6,2,216,0
128581072,M,20130109,20130109,436,1,150,0
7850854,M,20120203,20121228,1750.86,10,1315,0
119342549,M,20120724,20121008,502.9,5,280,0
117660842,M,20120616,20120616,169,1,50,0
130445386,M,20130317,20130317,59,1,46,0
127339851,M,20121221,20130308,557.3,3,395,0
116945274,unknown,20120522,20121122,419.3,4,205,0
123006032,unknown,20121111,20121111,78.99,1,0,0
148177,unknown,20120228,20121023,408.44,3,660,0
376106,M,20120107,20130201,2886.22,13,3619,0
8312405,unknown,20120626,20130227,510.21,4,235,0
114619132,M,20120321,20120719,167,2,0,0
73905030,M,20130125,20130125,88,1,100,0
128576909,M,20130109,20130109,97,1,35,0
838583,M,20121224,20121224,545,1,0,0
9499471,F,20120209,20121120,971.37,9,0,0
117758419,F,20120619,20121230,531.5,5,235,0
114536766,M,20120310,20120416,223.6,4,135,0
113835703,M,20120225,20120713,1415.06,15,580,0
126141571,M,20121209,20130225,235.84,3,90,0
129269558,M,20130123,20130306,2080,2,368,0
118793435,unknown,20120829,20121211,1218.73,5,390,0
116687195,unknown,20120512,20120721,304.32,2,200,0
126905603,M,20121213,20130308,553,3,250,0
128817581,M,20130114,20130114,1358,1,0,0
7383453,M,20130122,20130123,710.8,4,190,0
50388868,M,20120225,20121019,429.89,3,262,210
130446994,M,20130317,20130317,105.29,1,20,0
126580807,M,20130307,20130307,0,1,10,0
63650615,M,20120216,20130314,1556.22,14,1010,0
115937101,unknown,20130216,20130216,105.2,2,30,0
91096977,M,20120507,20120507,61,1,7,0
84749432,F,20120112,20120621,682.21,7,84,84
117054835,unknown,20130218,20130218,118.6,1,60,0
6714863,M,20120211,20120714,1954.57,11,2445,0
42441368,M,20120315,20121030,568.73,6,255,0
85535131,M,20120101,20120101,49,1,45,0
130747677,M,20130301,20130325,218.59,2,140,0
121188071,unknown,20120904,20120904,107.2,1,95,0
7254152,F,20121124,20121124,100.95,2,42,0
63617523,M,20121107,20130314,992.01,8,468,25
119954382,M,20120821,20121105,2150.37,12,995,0
113845948,F,20120225,20130221,735.9,4,205,0
127233905,M,20121218,20121218,163.9,2,25,0
74063871,M,20120105,20130217,2397.69,23,2054,0
588037,M,20120304,20120304,77.9,1,55,0
5064493,M,20121217,20121217,252,1,320,0
122253090,unknown,20120924,20130125,507.29,4,205,0
121397261,M,20120908,20120908,116.2,1,60,0
84939121,M,20120430,20130106,896.87,6,723,0
121335969,unknown,20120907,20121030,299.7,3,20,0
87963710,M,20120111,20121225,870.6,6,630,0
7387433,M,20120414,20130311,10223.71,15,2899,2899
1613558,M,20120419,20121130,1089.19,5,765,0
126573784,unknown,20130204,20130204,378,1,3,0
116915411,M,20120821,20120914,208.77,2,102,0
130120987,M,20130214,20130322,566.28,3,310,0
88084940,M,20120116,20120217,337.9,3,235,0
87030402,M,20120202,20120213,7056,2,0,0
66967623,M,20120703,20120820,580.2,5,0,0
115410907,unknown,20120331,20121101,886,9,495,0
92733438,M,20120208,20121019,371.9,2,275,0
116094800,M,20120824,20120824,100.1,2,70,0
124241351,unknown,20121105,20121208,548,3,370,0
116202789,F,20120531,20130301,197.7,2,104,0
116103374,F,20120427,20130330,7671.15,57,2389,2389
124644612,unknown,20121111,20121111,106.1,1,40,0
84945113,M,20120216,20130328,2385.32,29,1380,0
5158060,M,20130131,20130203,303.9,2,285,0
122520920,M,20121006,20121201,463.7,5,340,0
8310636,M,20120213,20130319,3469.17,18,86,86
73991075,F,20121011,20121011,125,1,0,0
8994819,M,20120104,20130319,2421.56,15,2610,0
118067894,F,20120629,20120709,209.48,2,130,0
50211949,M,20121215,20130321,3794.62,5,282,0
115856647,unknown,20121206,20121206,22.86,1,10,0
88055741,M,20120118,20120118,68.71,2,50,0
91203863,M,20120211,20120211,107.66,1,0,0
84768599,M,20120211,20120211,42,1,150,0
130272278,M,20130219,20130219,264,2,0,0
122097327,unknown,20120921,20120921,125.4,1,110,0
85203607,M,20120112,20120928,359.4,5,140,0
125394044,M,20121128,20130329,488.6,7,156,9
85558943,F,20120324,20121221,508.19,5,345,0
116752694,unknown,20121007,20121212,216.1,3,118,2
5687537,M,20120219,20130326,1819.83,8,2087,220
50110966,M,20121103,20121103,185,2,10,0
122316976,M,20120925,20120925,75.4,1,95,0
120394077,F,20130304,20130304,110.8,2,45,0
120102940,M,20120811,20121128,416.97,3,74,0
130930584,M,20130305,20130305,129.5,1,65,0
116038921,unknown,20120829,20130321,1715.64,15,990,0
119705114,unknown,20121016,20130306,9277.67,13,1500,0
85540703,M,20121121,20130110,237.8,3,112,0
1776217,M,20120712,20130126,315.93,2,115,0
118271677,M,20120705,20130310,1060.31,12,900,0
131651950,M,20130314,20130314,290,1,275,0
5157341,F,20120711,20130317,918.14,7,1038,0
126237182,M,20121208,20130312,185.6,3,125,0
8182339,M,20120612,20120612,168.4,2,115,0
127423465,M,20121221,20130329,686.4,5,640,0
123574286,M,20130214,20130214,97.9,1,12,0
123488467,unknown,20130310,20130310,102.7,1,95,0
116818511,F,20130313,20130313,5478,1,50,0
